"year","vio","mur","rob","incarc_rate","pb1064","pw1064","pm1029","pop","avginc","density","stateid","shall"
77,414.399993896484,14.1999998092651,96.8000030517578,83,8.38487339019775,55.1229057312012,18.1744117736816,3.78040289878845,9.56314849853516,0.0745524019002914,1,0
78,419.100006103516,13.3000001907349,99.0999984741211,94,8.35210132598877,55.1436653137207,17.9940795898438,3.83183789253235,9.93200016021729,0.0755667313933372,1,0
79,413.299987792969,13.1999998092651,109.5,144,8.32957458496094,55.135856628418,17.8393363952637,3.86624789237976,9.87702751159668,0.0762453228235245,1,0
80,448.5,13.1999998092651,132.100006103516,141,8.40838623046875,54.9125862121582,17.7341976165771,3.90036797523499,9.54142761230469,0.076828807592392,1,0
81,470.5,11.8999996185303,126.5,149,8.48343467712402,54.9251251220703,17.6737155914307,3.91853094100952,9.5483512878418,0.0771865770220757,1,0
82,447.700012207031,10.6000003814697,112,183,8.51399993896484,54.8962097167969,17.51051902771,3.9252290725708,9.47891902923584,0.077318511903286,1,0
83,416,9.19999980926514,98.4000015258789,215,8.5456075668335,54.8393630981445,17.3508930206299,3.93410301208496,9.78299999237061,0.0774933099746704,1,0
84,431.200012207031,9.39999961853027,96.0999984741211,243,8.55951118469238,54.7787551879883,17.1190223693848,3.95182609558105,10.3571996688843,0.0778424143791199,1,0
85,457.5,9.80000019073486,105.400001525879,256,8.56280136108398,54.6789932250977,16.8587455749512,3.97252011299133,10.7258577346802,0.0782500430941582,1,0
86,558,10.1000003814697,111.599998474121,267,8.56652069091797,54.5179061889648,16.5760917663574,3.99156188964844,11.0916175842285,0.0786251276731491,1,0
87,559.200012207031,9.30000019073486,112.199996948242,283,8.59210300445557,54.3877029418945,16.2822952270508,4.01525688171387,11.323823928833,0.079091876745224,1,0
88,558.599975585938,9.89999961853027,117.800003051758,307,8.61814403533936,54.235050201416,15.9927015304565,4.02384805679321,11.6549644470215,0.0792610943317413,1,0
89,590.799987792969,10.1999998092651,133.899993896484,300,8.63803100585938,54.0662231445312,15.6752328872681,4.03022384643555,11.9638967514038,0.0793866887688637,1,0
90,708.599975585938,11.6000003814697,143.699996948242,328,8.69967365264893,56.0701599121094,15.3807029724121,4.04850816726685,12.0639839172363,0.0797735601663589,1,0
91,844.200012207031,11.5,152.800003051758,370,8.77164077758789,55.9735260009766,15.1831388473511,4.09102487564087,12.0878162384033,0.0806113258004189,1,0
92,871.700012207031,11,164.899993896484,394,8.87796878814697,55.8095169067383,15.0255756378174,4.13926887512207,12.3980197906494,0.081561952829361,1,0
93,780.400024414062,11.6000003814697,159.5,407,8.97275829315186,55.660758972168,14.8629636764526,4.19311380386353,12.3957996368408,0.0826229304075241,1,0
94,683.700012207031,11.8999996185303,171.199996948242,431,9.04758262634277,55.5078315734863,14.6774425506592,4.23296499252319,12.6739196777344,0.0834081768989563,1,0
95,632.400024414062,11.1999998092651,185.800003051758,450,9.09492111206055,55.3318748474121,14.5454874038696,4.26273107528687,12.8726816177368,0.0839946940541267,1,0
96,565.400024414062,10,167,471,9.1494197845459,55.3141975402832,14.4180154800415,4.29040288925171,12.90891456604,0.0845399647951126,1,0
97,564.5,9.89999961853027,160.5,492,9.20609092712402,55.1597213745117,14.307333946228,4.32028102874756,13.1211090087891,0.0851286947727203,1,0
98,512.099975585938,8.10000038146973,130.899993896484,500,9.25758647918701,55.2574462890625,14.1698408126831,4.35103702545166,13.5140981674194,0.0857347175478935,1,0
99,490.200012207031,7.90000009536743,121.199996948242,519,9.33141613006592,55.2978096008301,14.005202293396,4.36986207962036,13.7372560501099,0.086105652153492,1,0
77,443.200012207031,10.8000001907349,96.8000030517578,63,7.83567190170288,62.141300201416,22.3526859283447,0.403436988592148,20.2968254089355,0.000708281295374036,2,0
78,441.899993896484,12.8999996185303,91.3000030517578,75,7.94561767578125,62.650089263916,22.0560626983643,0.404763996601105,19.0449924468994,0.000710610940586776,2,0
79,491.100006103516,13.3000001907349,109.599998474121,127,8.05729579925537,63.0959930419922,21.9740142822266,0.402752995491028,18.1158885955811,0.00070708041312173,2,0
80,436,8.89999961853027,81.8000030517578,133,8.12355804443359,62.7206001281738,21.5506458282471,0.405315011739731,17.9016628265381,0.000710041262209415,2,0
81,615.799987792969,14.6000003814697,114.599998474121,143,8.1538782119751,62.8037109375,21.0166130065918,0.418487995862961,18.075231552124,0.000733118096832186,2,0
82,623.700012207031,18.5,133.800003051758,170,8.149489402771,62.8959274291992,20.3237915039062,0.449611008167267,18.9671268463135,0.000787640165071934,2,0
83,613.799987792969,13.8000001907349,97.0999984741211,194,8.11417293548584,62.8696403503418,19.5421123504639,0.488416999578476,19.0450000762939,0.000855621532537043,2,0
84,621.599975585938,11.6000003814697,109.400001525879,219,8.09475517272949,62.4142761230469,18.8515548706055,0.513702988624573,18.5902156829834,0.000899918202776462,2,0
85,581.799987792969,9.80000019073486,92.9000015258789,252,8.05383014678955,61.8826217651367,18.2291946411133,0.532491981983185,18.7052001953125,0.000932833238039166,2,0
86,570.400024414062,8.60000038146973,88,288,8.08240032196045,61.269702911377,17.8112297058105,0.544269025325775,17.9063911437988,0.000953464535996318,2,0
87,455.399993896484,10.1000003814697,73.0999984741211,306,8.18545913696289,60.439266204834,17.4971733093262,0.539309978485107,16.9559173583984,0.000944777217227966,2,0
88,522.799987792969,5.69999980926514,72.9000015258789,339,8.39216041564941,60.0935096740723,17.2062911987305,0.541981995105743,16.7406444549561,0.000949458044487983,2,0
89,497.700012207031,8,67.5999984741211,355,8.55610752105713,59.8240356445312,17.1337814331055,0.547152996063232,17.2853775024414,0.000958516786340624,2,0
90,524.5,7.5,76.6999969482422,361,8.63067722320557,60.0833435058594,16.9997463226318,0.553120017051697,17.3118782043457,0.000969749700743705,2,0
91,613.900024414062,7.40000009536743,113.199996948242,348,8.52666473388672,60.3590888977051,16.5616493225098,0.569272994995117,17.0059833526611,0.000998069648630917,2,0
92,660.5,7.5,109,345,8.53454303741455,60.7554779052734,16.3458385467529,0.587073028087616,16.9782295227051,0.00102927733678371,2,0
93,760.799987792969,9,122.400001525879,327,8.6307544708252,60.7601776123047,16.1928195953369,0.596993029117584,17.067907333374,0.00104666932020336,2,0
94,766.299987792969,6.30000019073486,146.199996948242,446,8.59339618682861,60.8720245361328,15.9753856658936,0.600624024868011,16.9700164794922,0.00105303537566215,2,0
95,770.900024414062,9.10000038146973,155.100006103516,317,8.62499904632568,61.2004776000977,15.7581758499146,0.601345002651215,16.8718910217285,0.00105429952964187,2,1
96,727.700012207031,7.40000009536743,117,338,8.75226020812988,61.2317695617676,15.8194999694824,0.604918003082275,16.5461940765381,0.00106056383810937,2,1
97,701.099975585938,8.89999961853027,106.400001525879,383,8.83441734313965,61.0091857910156,15.9848299026489,0.608846008777618,16.8166790008545,0.00106745050288737,2,1
98,653.900024414062,6.69999980926514,86.5999984741211,420,8.93393230438232,60.7454452514648,16.3056221008301,0.615204989910126,17.077449798584,0.00107859936542809,2,1
99,631.5,8.60000038146973,91.4000015258789,413,8.98660278320312,60.5546417236328,16.631799697876,0.619499981403351,17.1201419830322,0.00108612945768982,2,1
77,494.200012207031,9.5,138.199996948242,125,3.4364218711853,66.6195755004883,18.7281284332275,2.42519688606262,10.9194478988647,0.021383011713624,4,0
78,552.099975585938,9.39999961853027,162.899993896484,129,3.45741581916809,66.4878158569336,18.4891929626465,2.51531791687012,11.5914077758789,0.0221776105463505,4,0
79,593,8.89999961853027,175.699996948242,146,3.47344207763672,66.4995803833008,18.2848491668701,2.63557004928589,11.8046875,0.0232378747314215,4,0
80,650.900024414062,10.3000001907349,193.600006103516,139,3.59280943870544,66.157356262207,18.0928001403809,2.73777389526367,11.5943098068237,0.024119658395648,4,0
81,575.799987792969,8.10000038146973,177.600006103516,160,3.55763292312622,66.357177734375,17.994987487793,2.8101270198822,11.6811676025391,0.0247570835053921,4,0
82,517,8.30000019073486,158.600006103516,184,3.58812618255615,66.1836471557617,17.7972679138184,2.88986492156982,11.2952394485474,0.0254595726728439,4,0
83,494.200012207031,7.19999980926514,132.399993896484,209,3.62258696556091,65.8668670654297,17.5813293457031,2.96892809867859,11.6540002822876,0.0261561125516891,4,0
84,516.099975585938,7.80000019073486,131.100006103516,223,3.64469599723816,65.5867233276367,17.3071537017822,3.06714200973511,12.3567152023315,0.027021374553442,4,0
85,602.5,8,146.5,247,3.67384052276611,65.3399429321289,17.0261039733887,3.18353509902954,12.786208152771,0.0280467886477709,4,0
86,658.299987792969,9.30000019073486,169.199996948242,256,3.72806024551392,65.1116180419922,16.7382755279541,3.30826210975647,13.1468667984009,0.0291456282138824,4,0
87,612.599975585938,7.5,138.399993896484,268,3.78464198112488,64.7777404785156,16.4506607055664,3.43710207939148,13.2690095901489,0.030280701816082,4,0
88,610.099975585938,8.5,137,307,3.84438800811768,64.4443435668945,16.1566352844238,3.53517889976501,13.2993898391724,0.0311447568237782,4,0
89,599.599975585938,6.69999980926514,139,328,3.90328907966614,63.9122467041016,15.8951692581177,3.62217593193054,13.3041038513184,0.0319111943244934,4,0
90,652.400024414062,7.69999980926514,160.899993896484,350,3.9642505645752,64.8459854125977,15.6515693664551,3.67905592918396,13.114782333374,0.0323740877211094,4,0
91,670.700012207031,7.80000019073486,165.699996948242,375,4.0262131690979,64.4826126098633,15.3261728286743,3.76239395141602,12.8385534286499,0.0331074260175228,4,0
92,670.799987792969,8.10000038146973,153.100006103516,396,4.06753206253052,64.2930145263672,15.0640249252319,3.86733293533325,12.8730096817017,0.034030843526125,4,0
93,715,8.60000038146973,162.899993896484,409,4.10706186294556,64.0261535644531,14.8401479721069,3.99339008331299,12.9228839874268,0.0351400896906853,4,0
94,703.099975585938,10.5,162,430,4.16112041473389,64.1913909912109,14.6324796676636,4.14756107330322,13.2881278991699,0.0364967286586761,4,0
95,713.5,10.3999996185303,173.800003051758,459,4.21051502227783,64.0489883422852,14.5245265960693,4.30690813064575,13.4946355819702,0.0378989093005657,4,1
96,631.5,8.5,167.800003051758,473,4.25886487960815,63.8895797729492,14.4416408538818,4.43230819702148,13.7229852676392,0.0390023775398731,4,1
97,623.700012207031,8.19999980926514,165.699996948242,479,4.3135781288147,64.0339508056641,14.3786735534668,4.55220699310303,14.1463794708252,0.040057435631752,4,1
98,577.900024414062,8.10000038146973,165.199996948242,484,4.31707811355591,63.8719329833984,14.3615436553955,4.66727685928345,14.7452630996704,0.0410699993371964,4,1
99,551.200012207031,8,152.5,507,4.34352397918701,63.8043556213379,14.3665409088135,4.77833223342896,15.0534534454346,0.0420472361147404,4,1
77,322.899993896484,8.80000019073486,83.1999969482422,115,5.32591533660889,59.4973297119141,17.2958469390869,2.20900988578796,9.3214807510376,0.042525939643383,5,0
78,344.100006103516,9.10000038146973,80,111,5.29471158981323,59.4907112121582,17.0985565185547,2.24312496185303,9.94575214385986,0.0431826934218407,5,0
79,366.200012207031,9.10000038146973,74.5999984741211,115,5.25668811798096,59.4725570678711,16.9019985198975,2.2713348865509,9.72473621368408,0.0437257699668407,5,0
80,335.200012207031,9.19999980926514,80.9000015258789,132,5.30099964141846,59.4087219238281,16.7778491973877,2.28873801231384,9.17147350311279,0.043948270380497,5,0
81,310.299987792969,9.10000038146973,77.4000015258789,128,5.36308526992798,59.39111328125,16.702766418457,2.29319500923157,9.38614368438721,0.0440338514745235,5,0
82,324.700012207031,8.19999980926514,78.8000030517578,143,5.39668083190918,59.3401718139648,16.5739574432373,2.29426193237305,9.23846340179443,0.0440543405711651,5,0
83,297.700012207031,7.59999990463257,69.3000030517578,166,5.41215562820435,59.312442779541,16.4147605895996,2.30575394630432,9.47599983215332,0.0442750081419945,5,0
84,321.399993896484,7.5,67.5999984741211,179,5.42996883392334,59.3006019592285,16.2345123291016,2.31977391242981,10.1270399093628,0.0445442236959934,5,0
85,347.600006103516,7.90000009536743,68.5,188,5.44884395599365,59.1884803771973,16.0480422973633,2.32704401016235,10.4304637908936,0.0446838177740574,5,0
86,394.799987792969,8.10000038146973,79.6999969482422,195,5.45392560958862,59.1225509643555,15.8102731704712,2.33199000358582,10.666205406189,0.0447787940502167,5,0
87,412,7.59999990463257,79.0999984741211,198,5.46893119812012,59.0803108215332,15.5930833816528,2.34235906600952,10.6853675842285,0.0449778959155083,5,0
88,422.700012207031,8.69999980926514,84.0999984741211,227,5.48595237731934,58.9450416564941,15.3579425811768,2.34263801574707,10.9594717025757,0.0449832566082478,5,0
89,473.700012207031,8.39999961853027,110.599998474121,230,5.50778675079346,58.8136138916016,15.1213760375977,2.34638690948486,11.0918388366699,0.0450552441179752,5,0
90,532.200012207031,10.3000001907349,113.199996948242,261,5.545241355896,61.0187644958496,14.9350366592407,2.35434293746948,11.0558586120605,0.0452106222510338,5,0
91,593.299987792969,11.1000003814697,135.600006103516,277,5.60315132141113,60.9545593261719,14.8075685501099,2.37066602706909,11.1514053344727,0.0455240719020367,5,0
92,576.5,10.8000001907349,125.5,317,5.66037797927856,60.8052368164062,14.6897077560425,2.39409804344177,11.6617498397827,0.045974038541317,5,0
93,593.299987792969,10.1999998092651,124.900001525879,340,5.73163080215454,60.9196166992188,14.56569480896,2.42374300956726,11.7095556259155,0.0465433113276958,5,0
94,595.099975585938,12,128.699996948242,327,5.74898862838745,61.0067710876465,14.4551239013672,2.4506049156189,11.92799949646,0.0470591485500336,5,0
95,553.200012207031,10.3999996185303,125.699996948242,345,5.77774238586426,60.9626731872559,14.3969593048096,2.48012089729309,12.1290836334229,0.047625944018364,5,0
96,524,9,114,361,5.83565998077393,60.9630165100098,14.3688383102417,2.50485801696777,12.3456697463989,0.048100970685482,5,1
97,526.900024414062,9.89999961853027,111.5,357,5.88480949401855,61.0488014221191,14.3060617446899,2.52400708198547,12.5615882873535,0.0484686903655529,5,1
98,490.200012207031,7.90000009536743,96.1999969482422,392,5.91733837127686,61.0990753173828,14.2531604766846,2.53820204734802,12.987416267395,0.048741277307272,5,1
99,425.200012207031,5.59999990463257,79.3000030517578,415,5.96192741394043,61.2113952636719,14.175386428833,2.55137300491333,13.2953338623047,0.0489942021667957,5,1
77,706,11.5,287,85,5.01166296005249,65.5193634033203,18.7883491516113,22.3524017333984,14.0890808105469,0.142953813076019,6,0
78,742.900024414062,11.6999998092651,306.100006103516,80,5.16054010391235,65.2790679931641,18.6381359100342,22.8359622955322,14.6963043212891,0.146046414971352,6,0
